ship_nodc,ship_name,remarks,source_url
49T2,"Takunan-Maru No 2
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49T3,"Takunan-Maru No 3
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49T5,"Takunan-Maru No 5
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49T8,"Takunan-Maru No 8
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49XU,"Takusui
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49TK,"Takuyo
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49PK,"Takuyo Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49QV,Takuyo Maru,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
327A,"Talamanca
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54YR,Talassa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58YP,Talbor,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TL,Talbot,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
29TL,Taliarte,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74ZS,Talisker,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58T1,Talisman,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
SIF3,Tallahassee,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32TH,"Tallahatchie Cty
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3317,"Tallapoosa
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TF,"Tallulah
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3128,Taluga,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49TM,"Tama-Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49A2,"Tama-Maru No 2
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49A3,"Tama-Maru No 3
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49A5,"Tama-Maru No 5
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49A6,"Tama-Maru No 6
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49A7,"Tama-Maru No 7
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49JT,"Tamajima Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
RUTM,Taman',NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90TM,"Tamango
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32X9,"Tamara Guilden
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
357K,Tamarin,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
740F,Tamaris,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32TA,"Tamaroa
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49DV,Tamashima Maru,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
902E,"Tamga
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
24RN,Tamgu 1,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
24T3,Tamgu 3,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
24T5,Tamgu 5,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
24T8,Tamgu 8,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
24TB,"Tamhae
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
34TS,Tammio,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TP,Tampa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
337S,Tan'erliq,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35TN,Tanche,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31RT,Taney,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
61TG,Tangaroa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
61TN,Tangaroa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58TE,Tangen,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
BHKF,Tangguh Hiri,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49TA,"Tankai-Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
34TA,"Tankar
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TN,"Tanner
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49TD,Tansei Maru,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49EV,"Tanshu Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49W1,Tanshu Maru,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90C7,Tantal,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18DC,Tanu,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49AN,"Tanyo-Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90T4,"Tao
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35T6,Taporo VI,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
PFT8,Taporo VIII,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35XI,Tara,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35HI,Tara V,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26OO,Tarajoq,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
61TA,"Taranaki
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
61TU,"Taranui
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
65BZ,"Tarata 2
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32YU,Tarawa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77YS,Tarnan Batfjorden,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09TA,"Taroona
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
901A,"Tarouss
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
352D,"Tartu
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
9022,"Tarusa
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32Z0,Tashtego,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54TC,Tasman Challenger,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54TH,Tasman Crusader,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
649T,Tasman Star,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09IF,Tasmanian Achiever,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
336D,"Tassinge
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
336F,"Tasu
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
CUAE,"Tatagua
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49Q8,Tateyama Maru,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49Q9,Tateyama Maru,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49TE,"Tateyama-Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49TT,"Tatsuta
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31Z7,Tattnall,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49TZ,"Tauima-Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
10TA,"Taurus
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32YV,"Taurus
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
AGTS,Tausala Samoa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31QS,Taussig,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
907U,"Tava
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77XT,Tavastland,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90T5,"Tavrida
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32TN,"Tayabas Bay
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TY,"Taylor
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
902M,"Taymir
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
904D,"Taymyr
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31V5,"Te Vega
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
327E,"Teak
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
897U,Teal Jr.,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
89AZ,Teal Near East,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09AF,"Teale
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18TC,"Techno-Canada
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
10GW,Tegetthoff,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
27TB,"Teirel Bahr
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18TL,Teleost,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74TE,Tellina,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35TE,"Temeraire
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74T2,Temora,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74TA,"Temple Inn
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58GZ,Tempo,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
336E,"Temptation
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
748T,Tenacious,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
MSK4,Tenaga Lima,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74TB,Tenby,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26YT,Tender,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49E1,"Tenkai-Maru No 1
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49CF,"Tenko Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58ZN,Tenor,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49TR,"Tenryo
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54P0,Tensho,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35ZW,Tenuse,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49ET,"Tenyo
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
4963,Tenyo Maru,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49PX,"Tenyo Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
11TS,Ter Streep,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35TB,Terebel,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
063Q,"Teredo Versuchsstand
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
48Z5,Teresa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
29TR,Teresa Rosa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TU,"Teritu
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74TM,Termagant,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33XX,Terra,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74TN,"Terra Nova
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18TN,"Terranova
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18TX,Terry Fox,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
PATE,Terschelling,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64TB,"Terschellingerbank L/S
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06TE,Tertius,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49TF,Teruzuki,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49CP,Teshio,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54TE,Tessa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35TT,Tethys II,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
SCRL,Tethys Supporter,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
49LX,"Tetsuwa Maru
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74KL,"Teutonic
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31XJ,Texaco New Jersey,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
327T,Texas,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32UU,"Texas Clipper
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33X5,Texas Enterprise,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32XS,"Texas Star
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
313Q,"Texas Tower 2
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31XA,"Texas Tower 4
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32YW,"Texas Trader
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64TE,"Texel L/S
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TX,"Texin
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32E0,Thach,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09TD,"Thala Dan
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35HT,Thalassa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35TH,Thalassa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35TC,Thalia,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35BX,"Thalie
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
36B2,"Thalis
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74T6,Thames Guardian,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
36BL,"Thassos Island
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74M6,The Princess Royal,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31V1,The Sullivans,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
CYAA,"Theano
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3182,"Thelma Dale II
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
PAAS,"Theocharis
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31X6,Theodore E. Chandler,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TG,"Theodore N. Gill
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3108,Theodore Roosevelt,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77UI,Theodoxus,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33V8,Theory,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35M8,Theque,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32TG,Theresa Ann,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
323I,Theresa Marie,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18TE,Theron,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18TH,Theta,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TQ,"Theta
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
062Z,"Thetis
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26TE,"Thetis
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3201,Thetis,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
48TH,Thetis,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
77TH,Thetis,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
NITH,"Thierry
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
91DT,"Thomas B. Davie
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32HA,Thomas C. Hart,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TT,Thomas G. Thompson,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3250,Thomas G. Thompson,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
61TB,Thomas Harrison,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31GJ,Thomas J. Gary,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33TJ,Thomas Jefferson,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33I8,Thomas Jefferson Launch 3101,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33RV,Thomas Jefferson Launch 3102,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33V7,Thomas R. Dowell,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3271,Thomas S. Gates,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31WT,Thomas Washington,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
MLF5,Thomson Majesty,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06TA,Thor,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26TH,"Thor
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31TH,"Thor
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
460K,Thor,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
46TH,"Thor
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
SVTC,Thor Chaser,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06YD,Thor Heyerdahl,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58IT,"Thor Iversen
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
581T,"Thora Den Blide
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32QG,Thorn,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
67MG,Thorr,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58TH,"Thorshavn
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
46TT,"Thorsteinn Thorskabitur
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32TS,"Thrasher
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
36B3,"Three Bros
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32ZU,Three Jacks,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
ICTH,Thue Junior,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32TP,"Thule Pier
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
335T,Thunder,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
063R,Thunfisch,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06TH,"Thuringia
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
26TY,"Thyra
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
354U,Tiamat,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54TJ,Tianjin,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35TI,"Tiare
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
59TI,"Tiare
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54AP,"Tiber
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
20TI,"Tiberiades
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33IN,Tiburon,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
904T,"Tichook Gidrografiya
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32J7,Ticonderoga,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
32TJ,"Tide Stations
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
64P5,Tideway Rollingstone,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
CYTB,Tiger Bay,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
745Y,Tiger Lily VI,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54D8,Tiger Shark,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33A0,Tiglax,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
58RW,Tijuca,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90TK,"Tikhookeanskiy
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
4918,"Tikugo
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33TL,Tillie Lykes,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
33E5,Tillman,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31J9,Tills,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
PATY,Tilly,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
06TY,"Tilly Ex Tilly Russ
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
42KU,Tilongkabila,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
18T6,Tim S. Dool,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90TI,"Timashevsk
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
54T1,Timor Stream,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
09TC,"Tin Can Bay
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
31T6,Tingey,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
3109,Tinosa,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
90TN,"Tinro
            DEPRECATED",NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
74TI,Tintagel Castle,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
35ZX,Tintin,NA,https://www.nodc.noaa.gov/OC5/WOD/CODES/s_3_platform.html
